,0
0,0.001524157169031648
1,0.0013356336094856314
2,0.00012263765741127308
3,-0.0024811546834151432
4,-0.006805581134606387
5,-0.012203656735537027
6,-0.018077924645635512
7,-0.023891616468123322
8,-0.02916307083139169
9,-0.0334602471438421
10,-0.036395467579945384
11,-0.038083880889516086
12,-0.03863695852397364
13,-0.03815909535005724
14,-0.0367505133131123
15,-0.03449734513479652
16,-0.031915520884732596
17,-0.029076346521173857
18,-0.02601539566606914
19,-0.023208730529893806
20,-0.02110839233862105
21,-0.020122829373756534
22,-0.020173185943510585
23,-0.020705578107123923
24,-0.021189025363792524
25,-0.02114553661626739
26,-0.02058246288318033
27,-0.019974587312615366
28,-0.019359587047155014
29,-0.0187404777964566
30,-0.018122526133082184
31,-0.01751166245229263
32,-0.016922166293572793
33,-0.016357547965266006
34,-0.01581585630686777
35,-0.015295159348357457
36,-0.014793755826187027
37,-0.014310080198706165
38,-0.013848838984599654
39,-0.013410844485464146
40,-0.012992335460724647
41,-0.012592138588026547
42,-0.012652742421820573
43,-0.013161952693112156
44,-0.014079125490509492
45,-0.01536411699878526
46,-0.016981339593697964
47,-0.018450441010009477
48,-0.019750130150282708
49,-0.020451410725498498
50,-0.02057616945665508
51,-0.02018614037179134
52,-0.01933541042713438
53,-0.018517535515636174
54,-0.017761989255891786
55,-0.017063854499428155
56,-0.016424071468557955
57,-0.015840773257096208
58,-0.01529979671682602
59,-0.014798490405932618
60,-0.014339659514111869
61,-0.013921815540294702
62,-0.013545658516416204
63,-0.01321143067715802
64,-0.012911851153102782
65,-0.012639863533900453
66,-0.012388358715293757
67,-0.01216101430112615
68,-0.011954625860531642
69,-0.012211935856439204
70,-0.012913984185782601
71,-0.014014813932170078
72,-0.01547958316804987
73,-0.01681993137075999
74,-0.01756680420645007
75,-0.0177470738670491
76,-0.01784758726805813
77,-0.017927598129239275
78,-0.017988484361513235
79,-0.018030697224285186
80,-0.018049510724967188
81,-0.018044901310425132
82,-0.018008768739086856
83,-0.01795193301089637
84,-0.01787986744618597
85,-0.017798869289965102
86,-0.017715378071038623
87,-0.017636366608817067
88,-0.017566297159317124
89,-0.017505756647526738
90,-0.017451914478322283
91,-0.01740159753768089
92,-0.017350243663447174
93,-0.017292910381500493
94,-0.01723356762538608
95,-0.01717172403809486
96,-0.01710995587392672
97,-0.017054319753542657
98,-0.01701315405553827
99,-0.01698236431486122
100,-0.01695948089777266
101,-0.016657196365488014
102,-0.015812745423242403
103,-0.014653071100801052
104,-0.01294292664124752
105,-0.010892337775101568
106,-0.008271710617726358
107,-0.005390544206900216
108,-0.0023035227477732345
109,0.0005402659944226951
