,Unnamed: 0,distance_x,distance_y,angles,follower_vx,follower_vy,follower_omega,leader_vx,leader_vy,leader_omega,leader_x,leader_y,follower_x,follower_y
0,0,2.1548256874084477,-0.0621727108955383,0.3654983937740326,-0.043332800269126795,-0.0227597840130329,-0.045473247766494695,-0.0019947728142142,7.009982073213905e-05,-3.259563982282998e-06,-0.0001073490857379,2.585057245596545e-06,-2.001948356628418,0.8004277348518372
1,1,2.1547298908233645,-0.06196775548160074,0.36549408435821534,-0.033609340712428014,-0.02593799680471419,-0.040925421544989106,0.0276602953672409,-0.0010071843862533,-4.204920969641535e-06,0.0007301829173229,-4.050968709634617e-05,-2.000873327255249,0.7980622053146362
2,2,2.154479022026062,-0.06154818993061778,0.3654871541261673,-0.019871638827025827,-0.02867769189178942,-0.03683202838293706,0.0580820068717002,-0.0008705420186743,-3.174570338160265e-06,0.0025499621406197,-6.237922934815288e-05,-1.998285174369812,0.7952179312705994
3,3,2.1540223317146303,-0.06090195881947872,0.36547903043031693,-0.0025826915614306396,-0.031073961667716483,-0.03315033123313103,0.0884558707475662,-0.0007000516634434,-2.403737425993313e-06,0.005349388346076,-6.136998126748949e-05,-1.9942206144332888,0.7918720841407776
4,4,2.1534712395191193,-0.05986230439804491,0.36547062535881997,0.01297430921979253,-0.038084908436983804,-0.029845144706912945,0.118756428360939,-0.0005604390171356,-2.4342411961697508e-06,0.0091245844960212,-3.92160945921205e-05,-1.990689158439636,0.7870949506759644
5,5,2.1529282165575028,-0.05827449068602171,0.3654624111038447,0.026915163362510534,-0.04936459730081258,-0.026869826941144592,0.1489964127540588,-0.0004488779522944,-2.8052288598701125e-06,0.0138723514974117,2.5208846636815e-06,-1.9877327680587769,0.7808424830436707
6,6,2.1524850338406565,-0.05599909921148043,0.36545463680464035,0.039411822466094065,-0.06449617657076565,-0.02419086357540944,0.1791879087686538,-0.0003599705523811,-3.251081125199562e-06,0.0195901282131671,6.258204666664824e-05,-1.9853482246398928,0.7731075286865234
7,7,2.15203693595891,-0.05307761359654624,0.36544743131909974,0.055558980561529483,-0.07819179933975261,-0.021774502645889718,0.1994637995958328,-0.0002891765616368,-3.961717993661296e-06,0.0259613636881113,0.0001355869026156,-1.9815186262130735,0.7648048996925354
8,8,2.1514269627991154,-0.049574903280521256,0.36544086889607497,0.07506932710757991,-0.09049336381295432,-0.019599705556334376,0.1998158097267151,-0.0002327297552255,-4.513064141065115e-06,0.0323492139577865,0.0002119014097843,-1.9761943817138672,0.7559680342674255
9,9,2.150512300538674,-0.0455499162578447,0.3654349478141915,0.09761280919746583,-0.10154058278386988,-0.01764258636354313,0.1998634189367294,-0.0001875513844424,-4.0395379983237945e-06,0.0387399233877658,0.0002907193265855,-1.9693721532821653,0.7465952634811401
10,10,2.149164178318669,-0.04105557004727505,0.3654296456625865,0.12288965081247114,-0.1114640793870556,-0.015881316743145517,0.1998917311429977,-0.0001513194147264,-3.338758233439876e-06,0.0451324172317981,0.0003715360944624,-1.9610509872436523,0.7366836667060852
11,11,2.147424869251451,-0.03645916208729968,0.36527489651895817,0.1456599708951034,-0.12044839665329465,-0.009608795686230187,0.1999137550592422,-0.0001222053106175,-2.5634371922933497e-06,0.0515263117849826,0.0004539556684903,-1.952707052230835,0.7267720699310303
12,12,2.1451834790517696,-0.031788475141875376,0.3649775984554642,0.17090979902951578,-0.12852976118060358,-0.00371046627491575,0.1999312788248062,-9.876728290691972e-05,-1.7985233853323734e-06,0.0579213164746761,0.0005376621265895,-1.9429253339767456,0.7163613438606262
13,13,2.142486854130907,-0.02689911383475581,0.36455185437224685,0.19376312216230027,-0.14059922749876147,0.0016016586280179438,0.1999452412128448,-7.986660057213157e-05,-1.0970907169394195e-06,0.0643172115087509,0.0006224027602002,-1.9335994720458984,0.7045222520828247
14,14,2.139385858537152,-0.022100133260360838,0.36387089095135666,0.21427852082348875,-0.151719173685424,0.010746770231990128,0.1999563723802566,-6.4601976191625e-05,-4.890538320978521e-07,0.0707138106226921,0.0007079752977006,-1.9242874383926392,0.6926304697990417
15,15,2.1357770914090226,-0.017423837313298725,0.3629403549577606,0.2373343452939124,-0.16174413045857472,0.019599402513266896,0.199965238571167,-5.22583068232052e-05,1.2458744258481149e-08,0.0771109759807586,0.0007942173979245,-1.913562893867493,0.680276095867157
16,16,2.1317047495471733,-0.012708796348492223,0.3617858205568027,0.2583297978456674,-0.17540945959640256,0.027546456813360418,0.1999723017215728,-4.226663804729469e-05,4.0595821815259125e-07,0.083508588373661,0.0008809988503344,-1.9032062292099,0.6665401458740234
17,17,2.127217455401477,-0.007908273073720861,0.3604479623733072,0.277215184922444,-0.18802264647977987,0.03412851291258201,0.1999779194593429,-3.417295010876842e-05,6.9754730702698e-07,0.089906558394432,0.0009682147647254,-1.892850399017334,0.6527279615402222
18,18,2.1223617825160535,-0.002919896318931526,0.3589272135107018,0.2941467572648172,-0.20403291866747233,0.04061119270943759,0.1999824047088623,-2.761385439953301e-05,8.978399250736402e-07,0.0963048189878463,0.0010557809146121,-1.882952094078064,0.6375595927238464
19,19,2.117180243127058,0.002397609763366746,0.35724186005666525,0.3092996158658425,-0.22342240290851317,0.04644582953414164,0.1999859809875488,-2.229759593319613e-05,1.0196995390288066e-06,0.1027033030986785,0.0011436294298619,-1.8735463619232176,0.6209232807159424
20,20,2.111707784228781,0.0080642213043774,0.35542748662061696,0.32294253216316937,-0.24121552834222545,0.05110004129732408,0.1999888271093368,-1.7989243133342825e-05,1.076646071851428e-06,0.1091019734740257,0.0012317053042352,-1.864130616188049,0.6041960716247559
