,angles
186,-0.21282336459934803
187,-0.21021562230330787
188,-0.20728085558183862
189,-0.20463347542793636
190,-0.20217593260268343
191,-0.19989061129981253
192,-0.19776019697988603
193,-0.19576620977167403
194,-0.19389871884325843
195,-0.1921435352767083
196,-0.19114854841869233
197,-0.19081251987315256
198,-0.1910687685176465
199,-0.19185838402790426
200,-0.193129548145675
201,-0.1948323059499353
202,-0.19636789188564627
203,-0.197672731212802
204,-0.19877150791766696
205,-0.19968372408642573
206,-0.2004291757115203
207,-0.2010234544427822
208,-0.20148604211970833
209,-0.20182802019504903
210,-0.20206218872655804
211,-0.2021994881110433
212,-0.2022476740727165
213,-0.20287657660687017
214,-0.20344689830342572
215,-0.20388548830926095
216,-0.20420454227727358
217,-0.20441804036916827
218,-0.20453394388039295
219,-0.20456217320155545
220,-0.20451457582168078
221,-0.20439689858781362
222,-0.20421646837020274
223,-0.2039807063665183
224,-0.2036934917264752
225,-0.20401906744482268
226,-0.2043144280538751
227,-0.20450486315719424
228,-0.20459966725199347
229,-0.20460866420944565
230,-0.20454006519448786
231,-0.20440173113225724
232,-0.20420377073179624
233,-0.203950762309053
234,-0.20364798863895395
235,-0.2033004292264669
236,-0.20357282266751728
237,-0.20437889223458586
238,-0.2051076032980879
239,-0.20568817301970121
240,-0.2061334679518467
241,-0.20711999058672714
242,-0.20856758433534733
243,-0.21043133268911268
244,-0.21266858902715405
245,-0.21524234825798355
246,-0.21756207091595364
247,-0.21906608470963504
248,-0.21970995928663367
249,-0.2195794626994582
250,-0.21945610299023852
251,-0.21992720056455908
252,-0.22091287275148844
253,-0.2223597323893912
254,-0.2236646910905308
255,-0.22476354990000721
256,-0.22567877102132317
257,-0.22642630274506517
258,-0.22702333124350405
259,-0.22748537920597994
260,-0.22782673742786466
261,-0.22805665409340334
262,-0.22818712123430254
263,-0.2282319595950527
264,-0.22819747303763177
265,-0.22809223629390427
266,-0.22792298761625793
267,-0.22769551427024337
268,-0.22741572812966462
269,-0.22708686073814588
270,-0.22671464425499518
271,-0.22630320199288673
272,-0.2258598122712172
273,-0.22538560006465289
274,-0.22488366103272828
275,-0.22435779156775346
276,-0.22380938484511737
277,-0.22324065435745089
278,-0.22265372337834033
279,-0.2220492049628734
280,-0.22142856132157793
281,-0.22079366723747385
282,-0.22014619064376945
283,-0.21949044601958567
284,-0.21948676917113277
285,-0.22067146551451752
286,-0.22292792098380623
287,-0.2261498090325966
288,-0.22964264303736456
289,-0.23279197827243117
290,-0.2355523808175025
291,-0.2379608514941064
292,-0.24005331960645263
293,-0.24186083108777054
294,-0.24341572908098322
295,-0.2453996651250257
296,-0.24774850424034597
297,-0.25042289807709933
298,-0.25339016897362066
299,-0.25606551691485874
300,-0.25788901678854315
301,-0.2588201740276881
302,-0.2589507233105958
303,-0.25835939028884713
304,-0.2578200916560806
305,-0.25726289928963636
306,-0.25668725413987803
307,-0.2555785004160681
308,-0.25387531881289593
309,-0.25233649937591174
310,-0.25087811107886926
311,-0.25014820595490717
312,-0.24949313312686486
313,-0.24882887104079424
314,-0.2481557112836119
315,-0.24747478651135651
316,-0.24678577500995535
317,-0.2460902007080603
318,-0.24538714632309866
319,-0.24467801253423743
320,-0.24396721154831932
321,-0.24325339910730495
322,-0.24253706560145114
323,-0.24181995325336123
324,-0.24109963953241045
325,-0.2403761659241706
326,-0.23964834489020614
327,-0.23957958618634556
328,-0.24007664292902003
329,-0.24108420464262587
330,-0.24255010175286432
331,-0.24442717153649357
332,-0.24667510138887905
333,-0.2492557532811648
334,-0.2521386623881298
335,-0.2552924436779652
336,-0.25868923209176964
337,-0.262305510718225
338,-0.2661187464105474
339,-0.2707389665342021
340,-0.27548640126257967
341,-0.2797624482596203
342,-0.28302751605668225
343,-0.285255747660624
344,-0.28655421223458083
345,-0.28701575535133267
346,-0.28672825340266334
347,-0.28576648870559307
348,-0.28421187674509085
349,-0.28211209424292977
350,-0.2795184336419934
351,-0.27717893859589404
352,-0.27500485665360963
353,-0.27363180774533635
354,-0.2729597299523701
355,-0.27291737281330375
356,-0.2734419251952882
357,-0.27447985519239143
358,-0.27597942867221387
359,-0.2778951250166471
360,-0.28018576407290474
361,-0.28281558904519954
362,-0.285749936283868
363,-0.2889584787320269
364,-0.2918517638115143
365,-0.2943813665689279
366,-0.2965831247551366
367,-0.2984898526295833
368,-0.30013104726297957
369,-0.3010175864346919
370,-0.3011085218591777
371,-0.3011784547331888
372,-0.301162474789884
373,-0.30173497507452934
374,-0.30280798473489257
375,-0.3043311011659977
376,-0.3062597130418906
377,-0.30855366122851574
378,-0.3118081229817552
379,-0.3159284446738675
380,-0.3202284712287051
381,-0.32465866852035485
382,-0.3298357961913678
383,-0.3356866006559789
384,-0.3421440986847871
385,-0.34914792788529336
386,-0.3560426641628498
387,-0.3628088989071865
388,-0.3694587252926366
389,-0.37600359342022566
390,-0.3818958254592761
391,-0.387783642286403
392,-0.39364170045346886
393,-0.39947516927740756
394,-0.40528406390209604
395,-0.41051478405588515
396,-0.41514670151287597
397,-0.4192391928835
398,-0.42284674615889356
399,-0.4260208443215152
400,-0.42828842122054045
401,-0.4303212563874955
402,-0.4320755690946551
403,-0.43357954835424173
404,-0.4348665721612812
405,-0.4359559965787209
406,-0.4363516705624351
407,-0.43600130415488086
408,-0.4349783122825217
409,-0.4328731113929383
410,-0.42964805194069433
411,-0.42540992821749585
412,-0.4202678161158848
413,-0.4143109581435938
414,-0.4083414490430253
415,-0.4029632492728856
416,-0.39806661759625317
417,-0.393591088844631
418,-0.3895013595759516
419,-0.3857500998800676
420,-0.3817963405214859
421,-0.37753416333464795
422,-0.37299211234332336
423,-0.3681974358303655
424,-0.363176260615287
425,-0.3586471535786072
426,-0.3544982038161826
427,-0.35069624145820777
428,-0.3472040882110152
429,-0.34399170789714634
430,-0.3416902433061241
431,-0.34018417092177017
432,-0.3388364633203692
433,-0.33704391303191905
434,-0.3347253636944024
435,-0.3319306346560474
436,-0.32870449478491737
437,-0.324613486424666
438,-0.3203270447512698
439,-0.3164585064882247
440,-0.3129141149849482
441,-0.3096598939237703
442,-0.3066594084624388
443,-0.3045519125930016
444,-0.3026655017559121
445,-0.30089470737198504
446,-0.299226057467039
447,-0.29764976674661836
448,-0.2968185833783072
449,-0.2966355554781367
450,-0.2964751487244972
451,-0.2969242690744825
452,-0.29789382148469934
453,-0.2993304007829915
454,-0.30181634487942066
455,-0.30524781103940496
456,-0.30893060942898715
457,-0.3128078286088454
458,-0.31630368866654757
459,-0.3193760768008159
460,-0.3220669408528739
461,-0.32441222487885363
462,-0.32644673126040646
463,-0.3282054627278335
464,-0.32971228042294565
465,-0.3309909958754478
466,-0.33206499747465534
467,-0.3329552185418947
468,-0.33368421839619367
469,-0.33375299793730395
470,-0.33310761888846946
471,-0.33183616256736387
472,-0.3299877004863858
473,-0.32761803183335425
474,-0.3254743925933095
475,-0.3234696518365191
476,-0.32158869483920755
477,-0.3198188541428997
478,-0.31814963204533636
479,-0.31657341941777567
480,-0.31507817946002215
481,-0.3136566702317476
482,-0.3123001864961934
483,-0.31100504500378534
484,-0.3097664079312327
485,-0.30857720922623655
486,-0.3074304725336544
487,-0.3063256918437045
488,-0.3052566598993624
489,-0.3042199031539635
490,-0.3032104059482702
491,-0.3022251174829979
492,-0.30192491525255855
493,-0.3022148559735109
494,-0.30303707572035987
495,-0.3043363855977028
496,-0.3066940814285728
497,-0.3094071695234703
498,-0.3124083175384694
499,-0.3156676853409731
500,-0.31916032714050924
