,0
0,-8.392413037849877e-07
1,-1.207139798342638e-06
2,-7.008173958933384e-07
3,2.8887781131636814e-06
4,1.147135808676758e-05
5,2.5500429264191382e-05
6,4.784423938319904e-05
7,7.751853434379008e-05
8,0.00011347498918889976
9,0.00015527246161695096
10,0.00020226243971444013
11,0.00010892883790125651
12,-0.00012590819796809427
13,-0.0004908031088179943
14,-0.0009724830937001272
15,-0.0015575777735870044
16,-0.00208849937372535
17,-0.0025562384977397823
18,-0.0029670546046980384
19,-0.003326774794711662
20,-0.0036406464779870085
21,-0.003913394749857968
22,-0.004149262221220029
23,-0.004352080700771754
24,-0.004526054139135649
25,-0.004675174406304272
26,-0.004803012559676301
27,-0.00491265229594573
28,-0.005007618131639857
29,-0.005090657644781338
30,-0.005162786220111348
31,-0.005226692889480411
32,-0.005282661457644666
33,-0.005328919182634673
34,-0.005364852713955592
35,-0.005392846345134483
36,-0.005415334443700903
37,-0.005432803230022598
38,-0.005444485239482821
39,-0.005449485493763229
40,-0.005448250854662717
41,-0.005439907072271266
42,-0.005424814257177113
43,-0.005404875318669067
44,-0.005232245199585428
45,-0.004912526260443473
46,-0.004615714582297148
47,-0.004343540161744208
48,-0.0042412015795409985
49,-0.004153166326591684
50,-0.004066142045362708
51,-0.003979625893419936
52,-0.003894252232027773
53,-0.0038114949100733764
54,-0.003731881978673801
55,-0.0036552144796870856
56,-0.0035812112382809236
57,-0.003509527936512269
58,-0.003441439124839185
59,-0.0033771446819981232
60,-0.0033179191617807025
61,-0.003263906821730389
62,-0.003215120897277046
63,-0.003170942026672785
64,-0.003130897032011193
65,-0.00309443194210246
66,-0.003059645462858196
67,-0.003025067061742881
68,-0.0029888049651998205
69,-0.002948618584176277
70,-0.0029037070564097434
71,-0.0028550925457158094
72,-0.0028027662980589785
73,-0.0027406765909685493
74,-0.0026698180731283827
75,-0.0025986460398736977
76,-0.0025276906356794804
77,-0.0024560425452950785
78,-0.0023845091859602263
79,-0.002314021237255881
80,-0.0022453101939035047
81,-0.0021782604403317585
82,-0.0021140248215074653
83,-0.002201125430848494
84,-0.002436032365725538
85,-0.0028020366272552
86,-0.003286522664014635
87,-0.003879115924534604
88,-0.004415652693704253
89,-0.004741295564540948
90,-0.004870071899213624
91,-0.004822212854938446
92,-0.004764051998820795
93,-0.00485739947257402
94,-0.005097061304513373
95,-0.00532015658229823
96,-0.005517504924618333
97,-0.005690512928888003
98,-0.005840256533874433
99,-0.00581970006825383
100,-0.0056346315346003095
101,-0.005209402667060603
102,-0.004471601774478362
103,-0.0035064781601101824
104,-0.002400585449346959
105,-0.0012322638268511543
106,-7.202079471713141e-05
107,0.0009856067264584212
108,0.001792256647193069
109,0.002359936250596162
110,0.002712364802258893
111,0.0030243603179131995
112,0.003306541888011605
113,0.0034136821576877807
114,0.0033519209782062465
115,0.003137058664833381
116,0.0029340305596692318
117,0.0027547554805431584
118,0.0027458431717908294
119,0.002903637811826787
120,0.0032098902378110417
121,0.0036501836466116266
122,0.004067746805358929
123,0.0043040204868733944
124,0.004360940588085338
125,0.004254991312035328
126,0.004155657900947629
127,0.004067329697132305
128,0.0039898904547035485
129,0.004071690901697345
130,0.004158992150318674
131,0.004239829134220496
132,0.004313759841091169
133,0.004384109375142442
134,0.004449019940055976
135,0.004509264546082914
136,0.004564407372808832
137,0.004615332449753984
138,0.0046650910941268275
139,0.004713844446711857
140,0.004618164766379218
141,0.004379230895670716
142,0.00401321479766259
143,0.0036777951192563663
144,0.003385734049782929
145,0.003129548930631998
146,0.00290449118051761
147,0.002705737750916315
148,0.002528570851937806
149,0.0025193016681797076
150,0.0026717313065895976
151,0.002818093140811051
152,0.0029574790261728268
153,0.00309492766223074
154,0.0032349944746399295
155,0.0033831111697379956
156,0.003387406029023765
157,0.0032635791331951935
158,0.0030269100598256937
159,0.0026901597591861837
160,0.002265208072923741
161,0.0019166299269026688
162,0.0016450991048739816
163,0.001444260707731182
164,0.001459737548382467
165,0.001681065205415333
166,0.002092883130618617
167,0.002530637973497729
168,0.0029762965014146214
169,0.0034227672969404654
170,0.0038681862512779386
171,0.0041639391840031514
172,0.0041642059629729555
173,0.0040351694898050905
174,0.003948889257448185
175,0.003914913292589306
176,0.003930320202904625
177,0.004139409052034804
178,0.004531614020486074
179,0.004940528769138197
180,0.005352347545464653
181,0.005623697332385769
182,0.00575291907771347
183,0.005900009830784425
184,0.005924957318887536
185,0.005826597074972906
186,0.005766083408890399
187,0.005753142142456147
188,0.00578526345389152
189,0.0058549294978786914
190,0.005956343389999175
191,0.005937433593077079
192,0.005947561922127198
193,0.005996666622297031
194,0.006077875973992342
195,0.006190823281046143
196,0.006182580117552128
197,0.006203596706706893
198,0.0064107529951049624
199,0.006647735127077503
200,0.006898047642535543
201,0.007011033468973471
202,0.0069915519911665225
203,0.006854736293629093
204,0.006761613665821287
205,0.006716555331245377
206,0.00671399083974511
207,0.006752590682761461
208,0.0068227330029086986
209,0.006772587288044862
210,0.006751575395576248
211,0.006769902511561954
212,0.006825017565912805
213,0.00690873598282038
214,0.006865427992305717
215,0.006701324831094535
216,0.006429040820085774
217,0.0062043449201649725
218,0.00603865228869549
219,0.005925746067845239
220,0.005862849347136878
221,0.00568812164669219
222,0.005562210158549741
223,0.0054851578850574345
224,0.005607387475072834
225,0.0059143887886234925
226,0.0063880939326084185
227,0.00686439415901563
228,0.007182057964026711
229,0.00734661828754013
230,0.00737468104107486
231,0.007282456906502421
232,0.007232424210187549
233,0.007229227640341396
234,0.00726638103301358
235,0.007190894343025223
236,0.007005371944917904
237,0.0068686633009740206
238,0.0067900187411924495
239,0.006760882563846549
240,0.006774136929916574
241,0.006676665907011214
242,0.006470579361858464
243,0.006314913884527984
244,0.006364855247808832
245,0.006462109366249358
246,0.006588466215457833
247,0.006591702751960193
248,0.006475277673249291
249,0.00625301423005542
250,0.005932832325051152
251,0.005674345831197192
252,0.005479636178053804
253,0.005491762656896215
254,0.005697636912589177
255,0.006080563165617114
256,0.00647234704261157
257,0.006863166603392035
258,0.0072551430960292596
259,0.007499160207161015
260,0.007597099721044609
261,0.007414708926116287
262,0.007118272876126097
263,0.006878949034415882
264,0.00669946317376624
265,0.006723215414095707
266,0.006943507223207579
267,0.007191143684248447
268,0.007303162795877061
269,0.007283362979680463
270,0.007140261267517545
271,0.006885504268024478
272,0.0066851600643398346
273,0.006694689219349792
274,0.006746461631337963
275,0.006829204598456151
276,0.006943179598672744
277,0.007087229443069942
278,0.007256669130151883
279,0.007453575629128739
280,0.00767843799622403
281,0.007782941058477544
282,0.00790987628470563
283,0.007925043667394105
284,0.00782142748764647
285,0.007755433026878755
286,0.007732526202431256
287,0.007749269173870532
288,0.007649874436930215
289,0.00743106347333744
290,0.007106265559368552
291,0.006837954757052511
292,0.006781500940739704
293,0.006921075294958223
294,0.007084352124858251
295,0.007109198886175339
296,0.0071576507799131495
297,0.007235506845025164
298,0.00733964372655227
299,0.007320672332206346
300,0.007182210063721106
301,0.006938327253585896
302,0.006598117853471974
303,0.006321114726304478
304,0.00626118487504268
305,0.006258918001568636
306,0.006296271425695776
307,0.006371573671406727
308,0.006475541003768015
309,0.006608792168324884
310,0.006764530926377077
311,0.006791682627075524
312,0.0065422828719745585
313,0.006034752157961121
314,0.005443224716191963
315,0.004936411217941972
316,0.004666426921395184
317,0.004770120250130905
318,0.005072298114497942
319,0.005393188431550344
320,0.005570318858768797
321,0.0057559608622299585
322,0.005956979129846607
323,0.0060232660747721045
324,0.005958616930722416
325,0.005927659237497496
326,0.00593224743576215
327,0.0058161312821316535
328,0.005587372437677596
329,0.005411559554934664
330,0.005289449369292321
331,0.005367227704778932
332,0.005486996039518743
333,0.005635785111119951
334,0.005661003603242287
335,0.005566928540496008
336,0.005515152886345076
337,0.005510223487905197
338,0.005545697418928297
339,0.0056147973447471244
340,0.005716661221204733
341,0.005697501806705807
342,0.005560428977819498
343,0.005465370046704665
344,0.0055684071398702795
345,0.005712143508383116
346,0.005732712696255193
347,0.005780285298388144
348,0.00571367707282211
349,0.005682854514842406
350,0.005844004116349
351,0.005946914509072032
352,0.005887654662589448
353,0.005588880753783387
354,0.005126698690884668
355,0.004581508536020795
356,0.004025990665851964
357,0.0033734013651238737
358,0.002539347932349667
359,0.001598019767168779
360,0.0006251451314538414
361,-0.0004639363328213797
362,-0.0015977494779289003
363,-0.0028633147329122366
364,-0.004123495206622918
365,-0.005372551813837223
366,-0.006460039703189757
367,-0.007241891976964343
368,-0.007737197958870956
369,-0.007977057645485175
370,-0.00798388460303845
371,-0.007936818555478897
372,-0.00784518780940524
373,-0.007866678842525898
374,-0.007995181927191286
375,-0.008218961937985103
376,-0.008529202243765077
377,-0.008915539987174315
378,-0.009371304055974417
379,-0.009887315066864133
380,-0.010454851722009328
381,-0.010918716762622793
382,-0.01127842470567586
383,-0.011544177246380682
384,-0.011579628576799061
385,-0.01139873823224069
386,-0.011023499052653207
387,-0.01062569226389587
388,-0.010217957215478135
389,-0.009804835799559708
390,-0.009532792265129597
391,-0.009547816042677848
392,-0.009835394774711403
393,-0.010366266613652142
394,-0.010967697097141293
395,-0.011472430913166631
396,-0.011876092716698983
397,-0.012188052439555008
398,-0.012420632300377044
399,-0.012580217684066586
400,-0.012675861440568204
401,-0.01256493669086467
402,-0.012257205459536902
403,-0.011928349587469134
404,-0.011739807730893004
405,-0.011683962101336931
406,-0.011743287715197281
407,-0.011757230015942977
408,-0.011718312892095017
409,-0.011633801697150226
410,-0.011509666249539974
411,-0.011346488276144706
412,-0.011148057826379176
413,-0.010917128948181087
414,-0.010804642582993518
415,-0.010809857221154129
416,-0.010921781410355935
417,-0.011127623935047293
418,-0.011415564860106642
419,-0.011621780641429602
420,-0.011746226292891349
421,-0.011791880666947474
422,-0.011762159760452917
423,-0.011524093705476579
424,-0.011083813268886855
425,-0.010462885918437914
426,-0.009833342850110283
427,-0.009208781516975684
428,-0.008737940843211556
429,-0.008419479074337932
430,-0.008388024973138508
431,-0.008624757833988417
432,-0.00895490373708685
433,-0.009209019727068668
434,-0.009380884097199171
435,-0.009476110093913803
436,-0.009504794353614177
437,-0.00947510543135599
438,-0.009392699982722519
439,-0.009266649199058952
440,-0.009100384964443764
441,-0.009044790086336851
442,-0.009097926045115168
443,-0.00924974363549369
444,-0.009492785702726714
445,-0.009665404718112391
446,-0.009763272953824842
447,-0.009795859725605816
448,-0.009766406325105947
449,-0.009678849224896258
450,-0.009542420855144895
451,-0.009271005513773023
452,-0.008928040491082756
453,-0.008435648437796761
454,-0.007715076551032762
455,-0.006689783530209548
456,-0.005436694065991343
457,-0.004044153301476117
458,-0.0025928115973170573
459,-0.0011552576808762094
460,0.00020323215654016735
461,0.001423954834619101
462,0.0026016703855129553
463,0.003836574405708282
464,0.005006986948190129
465,0.0059608356791718276
466,0.006712526393791496
467,0.007132594092387423
468,0.007241028459101129
469,0.007066890130246417
470,0.006787884765929952
471,0.0064232027354127474
472,0.0061309415856880545
473,0.005912174637833667
474,0.005908420471264941
475,0.006110609591515992
476,0.006348194809638219
477,0.006608265886987041
478,0.006890153637258978
479,0.007042645917054058
480,0.007066337952546187
481,0.006972029280938985
482,0.006920636183565865
483,0.006917044921802784
484,0.006960820161478143
485,0.007048546691475366
486,0.0071753498641085045
487,0.007483566285284127
488,0.007963556666021221
489,0.008450203324509964
490,0.008782558104207139
491,0.008961620020754735
492,0.009005457373939096
493,0.00907573577407672
494,0.009329988969323688
495,0.009758522888125398
496,0.010195381541083348
497,0.010478873317215864
498,0.01061488690325807
499,0.010619919322431226
500,0.010504746028524137
