,episode,return,algo
429,642000.0,-4.431622374356007,teacher policy
430,645000.0,235.75506377346764,teacher policy
431,645000.0,-3.619547772938222,teacher policy
432,648000.0,239.4219205058108,teacher policy
433,648000.0,-2.8403216429189104,teacher policy
434,651000.0,242.5870496005774,teacher policy
435,651000.0,-1.7577179383320154,teacher policy
436,654000.0,245.66037513688616,teacher policy
437,654000.0,-1.5448585014403748,teacher policy
438,657000.0,249.01082669176563,teacher policy
439,657000.0,-1.217802578970161,teacher policy
440,660000.0,252.22888774582094,teacher policy
441,660000.0,-0.040926919846811405,teacher policy
442,663000.0,254.9844161920764,teacher policy
443,663000.0,0.8373849809768834,teacher policy
444,666000.0,250.00055642048096,teacher policy
445,666000.0,2.3142375163426987,teacher policy
446,669000.0,253.07766992586042,teacher policy
447,669000.0,2.8544203563478767,teacher policy
448,672000.0,256.08215656640573,teacher policy
449,672000.0,5.429942499147679,teacher policy
450,675000.0,258.79817884035106,teacher policy
451,675000.0,7.153031938807061,teacher policy
452,678000.0,257.2939169237003,teacher policy
453,678000.0,7.444956346417639,teacher policy
454,681000.0,259.93047388796066,teacher policy
455,681000.0,7.45665399072952,teacher policy
456,684000.0,255.41910379008425,teacher policy
457,684000.0,7.677084967311414,teacher policy
458,687000.0,250.59478207805208,teacher policy
459,687000.0,15.509298883199566,teacher policy
460,690000.0,253.4853009872723,teacher policy
461,690000.0,16.50717793849456,teacher policy
462,693000.0,256.5270433317847,teacher policy
463,693000.0,18.445700742487123,teacher policy
464,696000.0,253.96310013665777,teacher policy
465,696000.0,18.448941726416678,teacher policy
466,699000.0,249.17882913123904,teacher policy
467,699000.0,20.97102581913444,teacher policy
468,702000.0,252.05430284158302,teacher policy
469,702000.0,20.877200090349405,teacher policy
470,705000.0,255.06022117928262,teacher policy
471,705000.0,27.922568686198673,teacher policy
472,708000.0,258.0098846756188,teacher policy
473,708000.0,29.668753924413178,teacher policy
474,711000.0,256.76140405363964,teacher policy
475,711000.0,29.54715069651085,teacher policy
476,714000.0,255.00192777310394,teacher policy
477,714000.0,29.063593852014225,teacher policy
478,717000.0,258.39295183971217,teacher policy
479,717000.0,32.296934706907535,teacher policy
480,720000.0,261.09052920428513,teacher policy
481,720000.0,32.470088954053566,teacher policy
482,723000.0,263.91050145711347,teacher policy
483,723000.0,34.04883611219784,teacher policy
484,726000.0,266.80373246801025,teacher policy
485,726000.0,36.29816677825955,teacher policy
486,729000.0,269.7697903870094,teacher policy
487,729000.0,37.84244603836697,teacher policy
488,732000.0,272.45534611735513,teacher policy
489,732000.0,40.7830308944551,teacher policy
490,735000.0,275.20450396551587,teacher policy
491,735000.0,42.315720305557704,teacher policy
492,738000.0,277.46755499948677,teacher policy
493,738000.0,44.50430870096022,teacher policy
494,741000.0,280.0770704766455,teacher policy
495,741000.0,45.02773628273936,teacher policy
496,744000.0,282.36895985324537,teacher policy
497,744000.0,51.83992325630334,teacher policy
498,747000.0,277.3642092877722,teacher policy
499,747000.0,52.44650514701223,teacher policy
500,750000.0,279.98495427682144,teacher policy
501,750000.0,59.5344189161423,teacher policy
502,753000.0,282.45840887780844,teacher policy
503,753000.0,66.4173139118429,teacher policy
504,756000.0,279.139249474056,teacher policy
505,756000.0,65.49245365655526,teacher policy
506,759000.0,273.697104590776,teacher policy
507,759000.0,71.95160910002572,teacher policy
508,762000.0,276.3532754139996,teacher policy
509,762000.0,78.38428956450959,teacher policy
510,765000.0,278.6570991879462,teacher policy
511,765000.0,84.77705909548503,teacher policy
512,768000.0,281.2608523457888,teacher policy
513,768000.0,90.85168820166128,teacher policy
514,771000.0,275.7664202109824,teacher policy
515,771000.0,97.14689564856556,teacher policy
516,774000.0,278.60949390637217,teacher policy
517,774000.0,103.24270285278175,teacher policy
518,777000.0,280.90061579582283,teacher policy
519,777000.0,109.23725431330423,teacher policy
520,780000.0,283.28079928068763,teacher policy
521,780000.0,114.84694770360065,teacher policy
522,783000.0,285.74294208413636,teacher policy
523,783000.0,113.26532979445051,teacher policy
524,786000.0,288.2888181057349,teacher policy
525,786000.0,118.99933289094432,teacher policy
526,789000.0,290.6092117875655,teacher policy
527,789000.0,124.63448051046919,teacher policy
528,792000.0,292.74655452935326,teacher policy
529,792000.0,124.54898740294536,teacher policy
530,795000.0,295.0780510510709,teacher policy
531,795000.0,125.194540095072,teacher policy
532,798000.0,297.07737870192443,teacher policy
533,798000.0,131.05640429805337,teacher policy
534,801000.0,291.3891732604543,teacher policy
535,801000.0,131.45883067071048,teacher policy
536,804000.0,293.61280825227647,teacher policy
537,804000.0,137.17433179167128,teacher policy
538,807000.0,296.10470919172315,teacher policy
539,807000.0,138.38646435749803,teacher policy
540,810000.0,298.24626613093557,teacher policy
541,810000.0,138.6839868403676,teacher policy
542,813000.0,300.0849876589028,teacher policy
543,813000.0,144.199259740279,teacher policy
544,816000.0,296.3810298147518,teacher policy
