,Unnamed: 0,distance_x,distance_y,angles,follower_vx,follower_vy,follower_omega,leader_vx,leader_vy,leader_omega,leader_x,leader_y,follower_x,follower_y
31,31,2.141340353729361,0.06825042705315187,0.39636449482072483,0.31743159832244516,0.002589915599080083,-0.013722281830968106,0.18948425106701502,5.317109628379885e-09,1.445473473579073e-07,-6.819881439208984,-4.5,-8.791627883911133,-3.7714524269104
32,32,2.1366213011521404,0.07209503821055145,0.397075174445174,0.3206777776034361,0.002106591900276095,-0.022251221100206643,0.19053592609611675,2.4373991818102413e-09,1.424581523254128e-07,-6.813481330871582,-4.5,-8.78136920928955,-3.775938272476196
33,33,2.131825838784424,0.07612573210763976,0.39786728459083603,0.3236114416794496,0.0019423447371073655,-0.02479165089999032,0.19148241276068262,-5.614419502068244e-10,1.380020279286313e-07,-6.80708122253418,-4.5,-8.771071434020996,-3.78034257888794
34,34,2.1269781061709354,0.08000793773860972,0.39858114931717725,0.32624971875040387,0.001732598735215259,-0.022342735385493518,0.19233423436751457,-3.6229294191264426e-09,1.3125380688987077e-07,-6.800681114196777,-4.5,-8.76077938079834,-3.7847588062286377
35,35,2.1220833780199673,0.0835997690462879,0.3992240716254879,0.3286232204004108,0.006453932219733582,-0.020122088862813296,0.1931008618927344,-6.690231929289571e-09,1.2232593467501893e-07,-6.794281482696533,-4.5,-8.749874114990234,-3.7877449989318848
36,36,2.116989140674208,0.08692484093044503,0.39980300568665583,0.3356967375365477,0.010812399963131353,-0.018119580440383882,0.1937908162346194,-9.707047925776287e-09,1.1136652703095308e-07,-6.787881374359131,-4.5,-8.737504005432129,-3.791303157806397
37,37,2.1118695541901,0.09000925340355309,0.40032416853122876,0.3371939634401424,0.014740444954863905,-0.01631136181000528,0.1944117662016192,-1.2618474016624474e-08,9.855687640987918e-08,-6.7814812660217285,-4.5,-8.726550102233887,-3.794252157211304
38,38,2.106747872056002,0.09256680564374511,0.4006427401853767,0.33847882227171866,0.018207768562404855,-0.009977957460674565,0.19497061521145453,-1.5371852810936744e-08,8.41084337925621e-08,-6.775081157684326,-4.5,-8.71562385559082,-3.797189474105835
39,39,2.1014704523278187,0.09463509922883616,0.40077162455497684,0.34449514039816925,0.021322787892492298,-0.004048086720758309,0.19547357335984186,-1.791758819806776e-08,6.82593199692791e-08,-6.768681049346924,-4.5,-8.70327091217041,-3.8007168769836426
40,40,2.0960291461163383,0.0965846524148736,0.4008868307260737,0.35006603856500207,0.02420721710473747,-0.0036186199331018085,0.1959262312230421,-2.020991462602958e-08,5.1270413510359874e-08,-6.76228141784668,-4.5,-8.690855979919434,-3.804248332977295
41,41,2.0904406996977585,0.09827243347551406,0.40099004242313485,0.35506583982362944,0.03170952285007045,-0.0032417490391278177,0.19633362031969007,-2.2207604018182607e-08,3.34210746327444e-08,-6.755881309509277,-4.5,-8.677836418151855,-3.806346893310547
42,42,2.084877135671281,0.09972018876301629,0.4010826826109819,0.3546268260507697,0.038563629996854705,-0.0029095223924445594,0.196700267526441,-2.3874601287714648e-08,1.5004577077729466e-08,-6.749481201171875,-4.5,-8.666244506835938,-3.807784795761109
43,43,2.0791817566607325,0.10095208402240916,0.4011658859265744,0.3591007843043429,0.044731466631959656,-0.002613441957501614,0.19703024852240075,-2.5180582445088753e-08,-3.67668176737215e-09,-6.743081092834473,-4.5,-8.653234481811523,-3.8098256587982178
44,44,2.073207479195648,0.10199007257012704,0.4012406675827115,0.36813336799377405,0.05027719243842731,-0.0023490239999879353,0.19732722992864837,-2.61014156832676e-08,-2.23161170373459e-08,-6.7366814613342285,-4.5,-8.638751029968262,-3.812495708465576
45,45,2.0669621898026946,0.10315633294750612,0.40145834763153876,0.37631755342931333,0.055347084890112606,-0.006813493727641301,0.19759451170415512,-2.661952981386623e-08,-4.060795671642584e-08,-6.730281352996826,-4.5,-8.624238014221191,-3.8151798248291016
46,46,2.060318065281959,0.10445259342583442,0.4018121702608867,0.3884967589752446,0.05991730009642719,-0.01106692614465683,0.1978350638119951,-2.672417214088067e-08,-5.82522265230557e-08,-6.723881244659424,-4.5,-8.608320236206055,-3.818488836288452
47,47,2.053308885630594,0.10571332049363039,0.40228878049290806,0.39959802845507,0.06883708758766185,-0.014902820548204146,0.19805156070905106,-2.641156220970712e-08,-7.495963989444783e-08,-6.7174811363220215,-4.5,-8.591756820678711,-3.8204445838928223
48,48,2.045954216721618,0.10721158926480873,0.4030161582371887,0.4095575060193759,0.07713368049515543,-0.02273845555852731,0.19824640642628527,-2.5684932481632992e-08,-9.045631161148996e-08,-6.711081027984619,-4.5,-8.575169563293457,-3.8223564624786377
49,49,2.038288249852923,0.10892368729228254,0.4039699151761499,0.4184731643567999,0.08459616164493491,-0.029812041364349832,0.19842176757179608,-2.4554455073208375e-08,-1.0448822032940932e-07,-6.704681396484375,-4.5,-8.558603286743164,-3.824312210083008
50,50,2.030340588941575,0.11082724817378349,0.4051274133903235,0.4264886022660601,0.0913017284285539,-0.03617829168638996,0.19857959111263968,-2.303705707222562e-08,-1.1682534564763551e-07,-6.698281288146973,-4.5,-8.542046546936035,-3.826319694519043
51,51,2.0221378536710746,0.11290144402786816,0.40646797178826777,0.4336949861991526,0.09732884836895885,-0.041898375017655594,0.19872163229939893,-2.1156130199166807e-08,-1.2726541563113006e-07,-6.69188117980957,-4.5,-8.525500297546387,-3.828378438949585
52,52,2.0137039540728576,0.1151272101313298,0.40797287307955665,0.44017504545582425,0.10274879937801022,-0.04703363725234213,0.19884946936748224,-1.8941134077501953e-08,-1.356371985777111e-07,-6.685481071472168,-4.5,-8.508962631225586,-3.830487489700317
53,53,2.0050601588357075,0.11748789040241464,0.4096256680736945,0.4460081239867189,0.10763020490497284,-0.0516548152150733,0.19896452272875723,-1.642710011042129e-08,-1.418032922362182e-07,-6.679081439971924,-4.5,-8.492431640625,-3.8326451778411865
54,54,1.9962255978586003,0.11996836025709352,0.41141148693412594,0.45125853839468766,0.11202687181433975,-0.055811310146631835,0.1990680707539047,-1.3654050810544059e-08,-1.456623569911936e-07,-6.6726813316345215,-4.5,-8.475906372070312,-3.834851741790772
55,55,1.987238957643663,0.12227565103049076,0.41317030150041034,0.45599857410447425,0.11589326403201466,-0.05496706530545535,0.19916126397653744,-1.0666333844659458e-08,-1.4715076619447108e-07,-6.666281223297119,-4.5,-8.459390640258789,-3.8371074199676514
56,56,1.9781350202800232,0.12414047914691265,0.4147540511936997,0.4603302995025214,0.11928619094187776,-0.049495907261065265,0.1992451378769069,-7.511889469435014e-09,-1.4624363813734058e-07,-6.659881114959717,-4.5,-8.442865371704102,-3.839393377304077
57,57,1.9689240253664313,0.12560565589023376,0.4161796404943813,0.46427846726707483,0.12235092205549561,-0.0445530642638709,0.1993206243872394,-4.241458640720519e-09,-1.4295523120790176e-07,-6.6534810066223145,-4.5,-8.426324844360352,-3.841683387756348
58,58,1.9596370992091825,0.1264257042242832,0.4173109174393966,0.467858404906975,0.12502944990466788,-0.03535545509190314,0.19938856075642256,-9.077486314780607e-10,-1.373387154665534e-07,-6.64708137512207,-4.5,-8.409781455993652,-3.843970537185669
59,59,1.9502798679793654,0.12666358428899172,0.4181763178667445,0.47113499432121525,0.1274515452188619,-0.027046486134507833,0.1994497034886874,2.435436128628597e-09,-1.2948529382469182e-07,-6.640681266784668,-4.5,-8.393217086791992,-3.846236944198608
60,60,1.9408587661377887,0.12637758220169296,0.4188022684956508,0.4740924005745185,0.1296402092756958,-0.019563406910161903,0.19950473194772575,5.734077372307745e-09,-1.1952271264203e-07,-6.634281158447266,-4.5,-8.376646041870117,-3.848476886749268
61,61,1.9313795966201097,0.12562104506731048,0.41921295868500325,0.476759889576286,0.13161438190777283,-0.012836254199439944,0.19955425756086026,8.934830707633096e-09,-1.076131708089315e-07,-6.627881050109863,-4.5,-8.36007022857666,-3.8506908416748047
62,62,1.9218476416730645,0.1244424449810983,0.4194303466124319,0.47916407482634477,0.13339168414925798,-0.0067953250349414305,0.19959883061268133,1.1985900054903495e-08,-9.395067221079308e-08,-6.621481418609619,-4.5,-8.343488693237305,-3.8528800010681152
63,63,1.9122677387652185,0.12288551635231983,0.41947421251919714,0.4813292601419433,0.13498909400810535,-0.0013725793249176783,0.19963894635932028,1.4837889299205607e-08,-7.875785550920651e-08,-6.615081310272217,-4.5,-8.326904296875,-3.8550446033477774
64,64,1.9026442773810672,0.12098949050920972,0.41936227219569844,0.4832780163329492,0.13642310762622717,0.003496625046125029,0.19967505053129536,1.7444612120827225e-08,-6.228235843761214e-08,-6.608681201934815,-4.5,-8.310317993164062,-3.857185125350952
65,65,1.8929812676613016,0.1187894297780195,0.4191103238219156,0.48503139622583835,0.1377096399446019,0.007872001174263035,0.19970754428607293,1.976384961961004e-08,-4.4792773407353245e-08,-6.602281093597412,-4.5,-8.29372787475586,-3.8593013286590576
66,66,1.8832823068116142,0.1163166205413579,0.4187324516493798,0.486608931489958,0.1388637937408407,0.011807329961513159,0.19973678866537273,2.1758042124465432e-08,-2.6574264092276687e-08,-6.59588098526001,-4.5,-8.277135848999023,-3.861393690109253
67,67,1.8735506561589867,0.11359899404592266,0.41824121527541164,0.4880285224928024,0.1398996070595133,0.015350094072986842,0.19976310860674254,2.3394904716511326e-08,-7.923911943765784e-09,-6.589481353759766,-4.5,-8.260540008544922,-3.863461494445801
68,68,1.8637892270558445,0.11066153940212979,0.4176478527724905,0.48930639281394145,0.14082986762269267,0.018541686430247895,0.19978679655397538,2.4647959173070566e-08,1.0854137724273415e-08,-6.583081245422363,-4.5,-8.243942260742188,-3.865504741668701
69,69,1.8540006397193702,0.10752667602883804,0.41696244860352544,0.4904570781098789,0.14166602179536755,0.021418031851654293,0.19980811570648493,2.5496965466177505e-08,2.945364253590803e-08,-6.576681137084961,-4.5,-8.227341651916504,-3.867523431777954
70,70,1.8441872285031704,0.10421457618761386,0.41619409368629573,0.49149348761799805,0.14241818355139674,0.024010420710031722,0.19982730294374354,2.5928256465257398e-08,4.7571251869821753e-08,-6.570281028747559,-4.5,-8.210737228393555,-3.8695168495178223
71,71,1.8343404966196504,0.10100588482876115,0.41550132256324873,0.49240363621261307,0.14318559110119863,0.02164848820050447,0.19984457145727627,2.593496296382944e-08,6.491146575249951e-08,-6.5638813972473145,-4.5,-8.194129943847656,-3.8714852333068848
72,72,1.8244652066470164,0.09789129896991992,0.41487711627700136,0.4931765167434209,0.14387226438482037,0.019505907381793412,0.19986011311945573,2.5517125964612065e-08,8.119145881780345e-08,-6.557481288909912,-4.5,-8.177536010742188,-3.873448610305786
73,73,1.8145642859197537,0.09486197356015633,0.4143148567624527,0.493869552181887,0.14448544534408536,0.017570178620865785,0.19987410061541724,2.468169897067743e-08,9.614569187683084e-08,-6.55108118057251,-4.5,-8.160943984985352,-3.875412702560425
74,74,1.804640369038899,0.09190971634057332,0.4138084715319548,0.4944905243814534,0.14503365593281525,0.015824087839945506,0.1998866893617826,2.344243538365648e-08,1.0953024849298309e-07,-6.544681072235107,-4.5,-8.144352912902832,-3.877377510070801
75,75,1.794695850987243,0.08902698365986797,0.4133524297815151,0.49504672907297725,0.1455248579722089,0.014250913216776101,0.19989801923351144,2.1819667480081472e-08,1.2112681605922866e-07,-6.538281440734863,-4.5,-8.127763748168945,-3.879342555999756
76,76,1.7847328514865106,0.086206879688565,0.4129417150445211,0.49554521521185263,0.14596613961530708,0.01283453966520465,0.1999082161180674,1.9839972864450216e-08,1.307462460302722e-07,-6.531881332397461,-4.5,-8.111174583435059,-3.881307363510132
77,77,1.7747532663653254,0.08344314304584032,0.41257179759986057,0.49599248779047506,0.1463636060184805,0.011559671600789738,0.19991739331416775,1.7535743825778578e-08,1.3823164728684004e-07,-6.525481224060059,-4.5,-8.094586372375488,-3.883272171020508
78,78,1.7647587780275904,0.08073012172514586,0.4122386036787646,0.496394317855498,0.1467223807835491,0.01041205544070753,0.19992565279065808,1.4944659115444913e-08,1.4346094136877603e-07,-6.519081115722656,-4.5,-8.077997207641602,-3.8852362632751465
79,79,1.7547508767949607,0.07806273525358189,0.41193848179050235,0.49675571457451057,0.14704669517254038,0.009378646871023797,0.19993308631949935,1.2109069902598772e-08,1.4634885665145176e-07,-6.512681007385254,-4.5,-8.061408996582031,-3.887200117111206
80,80,1.7447309039569259,0.07543642759681596,0.4116681515538807,0.49708095970069294,0.14734003247596505,0.008447691447096166,0.19993977649545652,9.075310465574396e-09,1.4684832093734692e-07,-6.50628137588501,-4.5,-8.044819831848145,-3.8891634941101074
81,81,1.7347000666740262,0.0728471150877552,0.4114246695665224,0.4973737339584373,0.1476052981774004,0.00760871563302452,0.19994579765381798,5.892940612801473e-09,1.4495122735615524e-07,-6.499881267547607,-4.5,-8.028230667114258,-3.8911266326904297
82,82,1.7246663655295422,0.0700453013225624,0.41105496848473283,0.4976597673065969,0.14775437404155656,0.011553053727271917,0.19995121669634328,2.613941026549386e-09,1.4068857371480206e-07,-6.493481159210205,-4.5,-8.011641502380371,-3.893089532852173
83,83,1.7146339731324718,0.06681367107131143,0.41042450635000466,0.49798694667525667,0.14780608674383094,0.019701836708655433,0.19995609383461604,-7.081368714028883e-10,1.3412995055562643e-07,-6.487081050872803,-4.5,-7.995035171508789,-3.895031929016113
84,84,1.7045997902967638,0.0631941884195631,0.4095581433328783,0.49833240584112026,0.1478622662469381,0.027073804172996107,0.19996048325906154,-4.019043687888328e-09,1.2538240930113089e-07,-6.480681419372559,-4.5,-7.97840690612793,-3.896928548812866
85,85,1.6945648782150244,0.05934424030207025,0.4084606851177927,0.4985888106427504,0.14324982456367916,0.03429520976524658,0.1999644337410625,-7.264716848008591e-09,1.1458871598849491e-07,-6.474281311035156,-4.5,-7.962361812591553,-3.900127649307251
86,86,1.6845294647839335,0.055447707272372485,0.40715486571528164,0.4987817140938562,0.13409875996710396,0.04080614911300933,0.19996798917486333,-1.0392161105139248e-08,1.0192501730709942e-07,-6.467881202697754,-4.5,-7.946934700012207,-3.9047486782073975
87,87,1.6744945657336714,0.051671173897506445,0.4056615063429264,0.49890668384925024,0.12085048706354083,0.046666480303850726,0.1999711890652841,-1.335031525165039e-08,8.759797504422592e-08,-6.461481094360352,-4.5,-7.932121276855469,-3.910799026489258
88,88,1.6644617866352798,0.048164770061184456,0.403999504048859,0.49896496706630733,0.10391473227162404,0.05193635943625594,0.19997406896666278,-1.609088118600393e-08,7.184138719270091e-08,-6.455080986022949,-4.5,-7.917914390563965,-3.918281316757202
89,89,1.6544334904142262,0.04471679930783166,0.40205861622026706,0.49900314962946724,0.08824248905556718,0.060652032104976994,0.1999766608779036,-1.8569116613690362e-08,5.49123744101864e-08,-6.448681354522705,-4.5,-7.90373420715332,-3.92583680152893
90,90,1.6444127573777474,0.04141837645974921,0.39983607078133054,0.4989277162201704,0.06961693580964792,0.06945362354026557,0.19997899359802035,-2.0744560557298383e-08,3.708718941698889e-08,-6.442281246185303,-4.5,-7.890081882476807,-3.9346423149108887
91,91,1.6344019783326302,0.03841630143887251,0.3973601735639992,0.49876808268256495,0.04786329015510907,0.07737074492609192,0.1999810930461254,-2.258169519736171e-08,1.865670569028158e-08,-6.4358811378479,-4.5,-7.877000331878662,-3.944857358932495
92,92,1.6244040321816489,0.035843728222398,0.394656727642574,0.4985333991863803,0.02328312734738855,0.08448157189699132,0.19998298254941996,-2.405052589718106e-08,-7.833087173517597e-11,-6.429481029510498,-4.5,-7.864477157592773,-3.9564926624298096
93,93,1.6144198290863172,0.03349822853545669,0.3916308372593743,0.4983333211676904,0.0005711675284135603,0.09455853383313523,0.19998468310238507,-2.512706947438396e-08,-1.88122049929534e-08,-6.423081398010254,-4.5,-7.851953506469727,-3.968240976333618
94,94,1.6044565062843443,0.031491378236177474,0.38830366933734617,0.4979247833672132,-0.024566251582101427,0.10397345734153007,0.19998621360005367,-2.5793744262608464e-08,-3.7239222429409154e-08,-6.416681289672852,-4.5,-7.839949131011963,-3.9812824726104736
95,95,1.5945179719736589,0.029936048869815088,0.38469760004631937,0.4974340246960192,-0.05207357574659178,0.11268901001674367,0.1999875910479554,-2.6039658816893408e-08,-5.5058693033902244e-08,-6.410281181335449,-4.5,-7.828441143035889,-3.995703220367432
96,96,1.584608375341631,0.02895945827024574,0.38084608063655134,0.49687450946968814,-0.08188195916257132,0.1203593254500249,0.19998883075106696,-2.5860788259758215e-08,-7.197984610305181e-08,-6.403881072998047,-4.5,-7.817430973052978,-4.011562347412109
97,97,1.574725394824985,0.028537464878178185,0.37678612839183545,0.4964701636576833,-0.10906364821411813,0.12687344763400724,0.19998994648386736,-2.5260040799754737e-08,-8.772656824953559e-08,-6.397481441497803,-4.5,-7.806339740753174,-4.027487277984619
98,98,1.5648696709095031,0.028616553201869017,0.37253843758405447,0.49612714683510495,-0.1335301932962326,0.1327408037816516,0.19999095064338773,-2.424720852985397e-08,-1.0204190907163529e-07,-6.3910813331604,-4.5,-7.79514741897583,-4.043348789215088
99,99,1.5551845569984843,0.029091493253047655,0.3680835725119817,0.4913826540305999,-0.15554216241284502,0.13921498050406855,0.19999185438695605,-2.283880954797425e-08,-1.1469227694328935e-07,-6.384681224822998,-4.5,-7.785190582275391,-4.05867862701416
100,100,1.5456750100472627,0.029978913185717507,0.36348030220727096,0.4865352530951607,-0.17531735064486526,0.1438528995822246,0.19999266775616753,-2.1057817479266005e-08,-1.2547124791010598e-07,-6.378281116485596,-4.5,-7.775321006774902,-4.073876857757568
101,101,1.536326978112971,0.031239090518106673,0.3587441675477621,0.4821884441085435,-0.1931008788517105,0.14800503263864292,0.19999339978845787,-1.8933285314842166e-08,-1.3420293258909987e-07,-6.371881008148193,-4.5,-7.765356063842773,-4.089012145996094
102,102,1.5271279932609634,0.03283545843298701,0.3538884043049869,0.47828314969311153,-0.20910076432564742,0.15174347677820957,0.19999405861751918,-1.6499872716999643e-08,-1.407448514801386e-07,-6.365481376647949,-4.5,-7.755297660827637,-4.104085922241211
103,103,1.5182099093393775,0.03467952583612919,0.3488865988867334,0.47033039572271695,-0.2235002648813029,0.15630727874333294,0.19999465156367435,-1.379728166338494e-08,-1.4499025274000516e-07,-6.359081268310547,-4.5,-7.746492385864258,-4.11867094039917
104,104,1.509565938955214,0.03680024742527532,0.34379114187510473,0.4625940934637158,-0.2364260374291986,0.1592338624634859,0.199995185215214,-1.0869604528041327e-08,-1.46869858539626e-07,-6.3526811599731445,-4.5,-7.737781047821045,-4.133137226104736
105,105,1.5013156319668888,0.03911551452675814,0.33857380876021087,0.45119877897074545,-0.24805270899393406,0.16304256257759187,0.1999956655015997,-7.764608203494654e-09,-1.463530005123371e-07,-6.346281051635742,-4.5,-7.730329990386963,-4.1471381187438965
106,106,1.4935841666171847,0.04160352975427527,0.3332466321803018,0.4359167537901168,-0.25848030688516715,0.16647522065651404,0.19999609775934682,-4.532953290668557e-09,-1.4344810519755753e-07,-6.339881420135498,-4.5,-7.724330902099609,-4.160627365112305
107,107,1.4864838337758095,0.04424418372183518,0.32782068588884633,0.41715072141409204,-0.2678353069021024,0.16956182641040074,0.19999648679131923,-1.2273674689186067e-09,-1.3820256961133455e-07,-6.333481311798096,-4.5,-7.719786643981934,-4.173626899719238
108,108,1.4799712612502793,0.04707138713243135,0.3223427331914183,0.39971165251422186,-0.27623496751133064,0.17118690152988542,0.1999968369200944,2.0982152663991596e-09,-1.3070198348129086e-07,-6.327081203460693,-4.5,-7.7153401374816895,-4.186544895172119
109,109,1.4741354090815502,0.05001109519042845,0.3167813119116137,0.37957033269126644,-0.2837967273605775,0.17379530733846763,0.19999715203599205,5.389533384627333e-09,-1.210687332814672e-07,-6.320681095123291,-4.5,-7.712178707122803,-4.199059963226318
