,episode,return,algo
118,1843750.0,240.28510962623318,TSTMIPI
119,1843750.0,239.6286856663376,TSTMIPI
120,1875000.0,237.0564028079545,TSTMIPI
121,1875000.0,239.8542824403061,TSTMIPI
122,1906250.0,242.32271148503412,TSTMIPI
123,1906250.0,240.91184164530992,TSTMIPI
124,1937500.0,247.32262958902174,TSTMIPI
125,1937500.0,241.96252148620084,TSTMIPI
126,1968750.0,246.39967357203076,TSTMIPI
127,1968750.0,240.3273030582656,TSTMIPI
128,2000000.0,262.64268532481003,TSTMIPI
129,2000000.0,241.41871915545013,TSTMIPI
130,2031250.0,285.46601744077344,TSTMIPI
131,2031250.0,241.36498206983498,TSTMIPI
132,2062500.0,293.4595123455226,TSTMIPI
133,2062500.0,240.53621246012187,TSTMIPI
134,2093750.0,280.08550472190944,TSTMIPI
135,2093750.0,241.6698213746647,TSTMIPI
136,2125000.0,269.3213460617148,TSTMIPI
137,2125000.0,239.6513324297016,TSTMIPI
138,2156250.0,272.5411625565547,TSTMIPI
139,2156250.0,239.52964875305943,TSTMIPI
140,2187500.0,280.16600723266816,TSTMIPI
141,2187500.0,240.88169158944166,TSTMIPI
142,2218750.0,283.27828226862823,TSTMIPI
143,2218750.0,242.1345097138218,TSTMIPI
144,2250000.0,295.07654067970486,TSTMIPI
145,2250000.0,241.5102878640514,TSTMIPI
146,2281250.0,281.3546359982931,TSTMIPI
147,2281250.0,239.719566843537,TSTMIPI
148,2312500.0,289.3361834610156,TSTMIPI
149,2312500.0,239.5799306040292,TSTMIPI
150,2343750.0,290.08691639872933,TSTMIPI
151,2343750.0,236.06152056180474,TSTMIPI
152,2375000.0,280.9360244564382,TSTMIPI
153,2375000.0,236.14859436445937,TSTMIPI
154,2406250.0,281.9850837167861,TSTMIPI
155,2406250.0,236.3585815039001,TSTMIPI
156,2437500.0,276.0589239411249,TSTMIPI
157,2437500.0,236.2598487201117,TSTMIPI
158,2468750.0,284.1590613739633,TSTMIPI
159,2468750.0,237.7810246382432,TSTMIPI
160,2500000.0,286.7127874857719,TSTMIPI
161,2500000.0,239.32886168389584,TSTMIPI
162,2531250.0,282.55155969397737,TSTMIPI
163,2531250.0,239.6779017424173,TSTMIPI
164,2562500.0,293.35829970010525,TSTMIPI
165,2562500.0,236.74605300973576,TSTMIPI
166,2593750.0,292.7581839049731,TSTMIPI
167,2593750.0,233.35685168061795,TSTMIPI
168,2625000.0,300.182426722008,TSTMIPI
169,2625000.0,233.8133687477031,TSTMIPI
170,2656250.0,294.2807891131043,TSTMIPI
171,2656250.0,231.19517382022138,TSTMIPI
172,2687500.0,291.1243201589942,TSTMIPI
173,2687500.0,228.4839415164033,TSTMIPI
174,2718750.0,283.8452630778186,TSTMIPI
175,2718750.0,230.9047975492083,TSTMIPI
176,2750000.0,286.1160420375779,TSTMIPI
177,2750000.0,233.12730375434228,TSTMIPI
178,2781250.0,291.01415618963443,TSTMIPI
179,2781250.0,233.98858989214588,TSTMIPI
180,2812500.0,279.84927504841363,TSTMIPI
181,2812500.0,234.2953474454161,TSTMIPI
182,2843750.0,281.1324368137547,TSTMIPI
183,2843750.0,231.49637802524848,TSTMIPI
184,2875000.0,279.39665698913075,TSTMIPI
185,2875000.0,231.98362849325238,TSTMIPI
186,2906250.0,285.1777193248425,TSTMIPI
187,2906250.0,234.0400043101665,TSTMIPI
188,2937500.0,284.38920144818616,TSTMIPI
189,2937500.0,231.18091316222004,TSTMIPI
190,2968750.0,265.65442107946524,TSTMIPI
191,2968750.0,231.91227028273522,TSTMIPI
